"contents href","_image_yazkc_11 src","_image_yazkc_11 src 2","whitespace-normal","font-medium 2","flex-none src","flex-none","truncate","pointer-events-none src","text-sp10","ml-[3px]","875rem] href","mr-0 src","h-4","w-auto src"
"https://shopee.co.id/Tshirt-Baju-Kaos-Pria-Adidas-Trefoil-Triple-Strip-i.197435883.18479231859?extraParams=%7B%22display_model_id%22%3A165862185959%2C%22model_selection_logic%22%3A3%7D&sp_atk=391c4b03-39bd-44af-85a8-1546b8ad04ca&xptdk=391c4b03-39bd-44af-85a8-1546b8ad04ca","https://down-id.img.susercontent.com/file/id-11134207-7quky-lg2kriqs2mnd2e","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Tshirt Baju Kaos Pria Adidas Trefoil Triple Strip","128.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.8","317 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/38e203dc86172a6c6560.svg","< 2 Hari","Jakarta Timur","https://shopee.co.id/find_similar_products?catid=100011&itemid=18479231859&shopid=197435883","","-1%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/0614b8f0a8fdde22942d.svg"
"https://shopee.co.id/HOODIE-ADIDAS-SIZE-M-SECOND-ORIGINAL-i.53803008.41980835592?extraParams=%7B%22display_model_id%22%3A365913696301%2C%22model_selection_logic%22%3A3%7D&sp_atk=c6fdd6ff-9c7f-46b3-8cfe-7fefe2e4e147&xptdk=c6fdd6ff-9c7f-46b3-8cfe-7fefe2e4e147","https://down-id.img.susercontent.com/file/id-11134207-822ws-mo6clo0248w063","","HOODIE ADIDAS SIZE M SECOND ORIGINAL","220.000","","","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","5-6 Hari","Jakarta Timur","https://shopee.co.id/find_similar_products?catid=100011&itemid=41980835592&shopid=53803008","","",""
"https://shopee.co.id/Kaos-Adds-linear-navy-i.112733758.24737829240?extraParams=%7B%22display_model_id%22%3A256923076505%2C%22model_selection_logic%22%3A3%7D&sp_atk=60dab671-5400-4439-8c67-d5e2727ca7ba&xptdk=60dab671-5400-4439-8c67-d5e2727ca7ba","https://down-id.img.susercontent.com/file/id-11134207-7rask-m2116mdf0idl5b","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","Kaos Adds linear navy","68.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.8","51 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/38e203dc86172a6c6560.svg","< 2 Hari","Kab. Bandung Barat","https://shopee.co.id/find_similar_products?catid=100011&itemid=24737829240&shopid=112733758","","-39%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/0614b8f0a8fdde22942d.svg"
"https://shopee.co.id/kaos-adidas-balok-dewasa-wanita-pria-full-tag-i.955882059.28974338285?extraParams=%7B%22display_model_id%22%3A257531776343%2C%22model_selection_logic%22%3A2%7D&sp_atk=07fab0d5-736a-42e9-9f0e-4c1709652db3&xptdk=07fab0d5-736a-42e9-9f0e-4c1709652db3","https://down-id.img.susercontent.com/file/id-11134207-7rasi-m5cfyonnqfbq52","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","kaos adidas balok dewasa wanita pria full tag","45.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.6","94 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Kab. Bandung","https://shopee.co.id/find_similar_products?catid=100011&itemid=28974338285&shopid=955882059","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/e4734dab67ee2f9ebd5a.png","-63%",""
"https://shopee.co.id/Jaket-Zipper-Hoodie-Adiddas-3-stripe-Grade-Ori-i.102125476.6412221168?extraParams=%7B%22display_model_id%22%3A12114430901%2C%22model_selection_logic%22%3A3%7D&sp_atk=fc9fd621-c342-477d-805a-2a4dae848b85&xptdk=fc9fd621-c342-477d-805a-2a4dae848b85","https://down-id.img.susercontent.com/file/397c22dc34a0dd5d3615aff0f115c24f","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Jaket Zipper Hoodie Adiddas 3 stripe Grade Ori","145.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.6","395 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4 Hari","Kab. Bandung Barat","https://shopee.co.id/find_similar_products?catid=100011&itemid=6412221168&shopid=102125476","","-17%",""
"https://shopee.co.id/Adidas-2Pac-T-Shirt-Black-(L)-i.1785246000.50457860577?extraParams=%7B%22display_model_id%22%3A405697819761%2C%22model_selection_logic%22%3A3%7D&sp_atk=787ac44e-8771-4631-93cc-0e9f27faf903&xptdk=787ac44e-8771-4631-93cc-0e9f27faf903","https://down-id.img.susercontent.com/file/id-11134207-822wt-mo83it8qo6blba","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Adidas 2Pac T Shirt Black (L)","145.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","3 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Jakarta Selatan","https://shopee.co.id/find_similar_products?catid=100011&itemid=50457860577&shopid=1785246000","","",""
"https://shopee.co.id/Kaos-Adidas-Originals-Graphics-Camo-Infill-Tee-HF4888-Black-i.305364041.23786067786?extraParams=%7B%22display_model_id%22%3A197136967201%2C%22model_selection_logic%22%3A3%7D&sp_atk=275a4a7c-e9ba-4479-b150-eb48542040a7&xptdk=275a4a7c-e9ba-4479-b150-eb48542040a7","https://down-id.img.susercontent.com/file/id-11134207-7r98s-lnve99hfyxa9b2","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Kaos Adidas Originals Graphics Camo Infill Tee HF4888 - Black","467.500","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","67 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/38e203dc86172a6c6560.svg","< 2 Hari","Kab. Lamongan","https://shopee.co.id/find_similar_products?catid=100011&itemid=23786067786&shopid=305364041","","-15%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/0614b8f0a8fdde22942d.svg"
"https://shopee.co.id/1915-PSM-x-Adidas-White-Regular-T-Shirt-i.1549021226.44226227136?extraParams=%7B%22display_model_id%22%3A440091429825%2C%22model_selection_logic%22%3A3%7D&sp_atk=d99b9167-f314-4717-99bf-8f58b89398d6&xptdk=d99b9167-f314-4717-99bf-8f58b89398d6","https://down-id.img.susercontent.com/file/id-11134207-8224w-mgsxgdmkx2q449","https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13","1915 PSM x Adidas White Regular T-Shirt","277.200","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","1 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-7 Hari","Makassar","https://shopee.co.id/find_similar_products?catid=100011&itemid=44226227136&shopid=1549021226","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png","-30%",""
"https://shopee.co.id/Long-Sleeve-Adidas-Spezial-Graphic-White-i.41880661.4300342672?extraParams=%7B%22display_model_id%22%3A7687980076%2C%22model_selection_logic%22%3A3%7D&sp_atk=b9c62850-f0b1-4e1d-8dc3-a7680cebb3e3&xptdk=b9c62850-f0b1-4e1d-8dc3-a7680cebb3e3","https://down-id.img.susercontent.com/file/876d8dca39f2653d2d5f0f486140bc0c","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Long Sleeve Adidas Spezial Graphic White","130.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.7","107 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4 Hari","Cimahi","https://shopee.co.id/find_similar_products?catid=100011&itemid=4300342672&shopid=41880661","","",""
"https://shopee.co.id/Adidas-Stella-McCartney-Sport-Cloud-Print-Jacket-Original-i.43694062.42666009976?extraParams=%7B%22display_model_id%22%3A228048835251%2C%22model_selection_logic%22%3A3%7D&sp_atk=716f3a20-fb80-4b1e-a7df-64a8666751a2&xptdk=716f3a20-fb80-4b1e-a7df-64a8666751a2","https://down-id.img.susercontent.com/file/id-11134207-81ztm-mektscprmvid46","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Adidas Stella McCartney Sport Cloud Print Jacket Original","1.000.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","101 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/38e203dc86172a6c6560.svg","Besok 12:00","Surabaya","https://shopee.co.id/find_similar_products?catid=100011&itemid=42666009976&shopid=43694062","","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/0614b8f0a8fdde22942d.svg"
"https://shopee.co.id/KAOS-ADIDAS-Kaos-Lengan-Pendek-Essentials-3-Stripe-Tees-Black-i.1208480151.40554780658?extraParams=%7B%22display_model_id%22%3A178960832382%2C%22model_selection_logic%22%3A3%7D&sp_atk=0781e3b5-1ceb-4dd3-b1b4-f118cca2f938&xptdk=0781e3b5-1ceb-4dd3-b1b4-f118cca2f938","https://down-id.img.susercontent.com/file/id-11134207-7rbkb-maz6zjlm5cyhe8","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","KAOS ADIDAS - Kaos Lengan Pendek Essentials 3-Stripe Tees Black","72.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.6","31 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/38e203dc86172a6c6560.svg","< 2 Hari","Bandung","https://shopee.co.id/find_similar_products?catid=100011&itemid=40554780658&shopid=1208480151","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/0614b8f0a8fdde22942d.svg"
"https://shopee.co.id/Hoodie-ADIDAS-Big-Logo-Sweater-casual-unisex-Hoodie-pria-kece-i.1449530558.29625900099?extraParams=%7B%22display_model_id%22%3A39519548868%2C%22model_selection_logic%22%3A3%7D&sp_atk=1d505f8f-1711-42e0-8cbd-d40875347b9f&xptdk=1d505f8f-1711-42e0-8cbd-d40875347b9f","https://down-id.img.susercontent.com/file/id-11134207-7rasd-m64thawgopzsf6","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Hoodie ADIDAS Big Logo/ Sweater casual unisex/ Hoodie pria kece","83.700","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.0","79 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/38e203dc86172a6c6560.svg","< 2 Hari","Kab. Bandung","https://shopee.co.id/find_similar_products?catid=100011&itemid=29625900099&shopid=1449530558","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png","-46%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/0614b8f0a8fdde22942d.svg"
"https://shopee.co.id/jackett-adidas-i.169612541.40380878461?extraParams=%7B%22display_model_id%22%3A325920916085%2C%22model_selection_logic%22%3A3%7D&sp_atk=560e3ca1-8a56-4c1d-8a6e-59a99e29d67f&xptdk=560e3ca1-8a56-4c1d-8a6e-59a99e29d67f","https://down-id.img.susercontent.com/file/id-11134207-822wn-mo8bmcnlw1dxa6","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","jackett adidas","600.000","","","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Tangerang","https://shopee.co.id/find_similar_products?catid=100011&itemid=40380878461&shopid=169612541","","",""
"https://shopee.co.id/hodie-adidas-big-logo-balok-i.461137616.45160527804?extraParams=%7B%22display_model_id%22%3A400921268222%2C%22model_selection_logic%22%3A3%7D&sp_atk=0092ba0d-3f8e-4a6c-aa87-e5c8f6b94ff9&xptdk=0092ba0d-3f8e-4a6c-aa87-e5c8f6b94ff9","https://down-id.img.susercontent.com/file/id-11134207-822wn-mo8ffotgwi6bdc","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","hodie adidas big logo balok","250.000","","","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Pekalongan","https://shopee.co.id/find_similar_products?catid=100011&itemid=45160527804&shopid=461137616","","",""
"https://shopee.co.id/adidas-Essentials-Linear-Single-Jersey-Men's-Tee-Dark-Blue-i.234490784.24538627685?extraParams=%7B%22display_model_id%22%3A157565847160%2C%22model_selection_logic%22%3A3%7D&sp_atk=1dc88af4-ce92-40b6-a7f1-99e4fd00509b&xptdk=1dc88af4-ce92-40b6-a7f1-99e4fd00509b","https://down-id.img.susercontent.com/file/sg-11134201-7rep1-m2w5rn63qtnre1","https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6","adidas Essentials Linear Single Jersey Men's Tee - Dark Blue","280.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","57 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","3-5 Hari","Tangerang","https://shopee.co.id/find_similar_products?catid=100011&itemid=24538627685&shopid=234490784","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","",""
"https://shopee.co.id/Pakaian-Pria-Adidas-D4T-TEE-JI5766-i.282502789.43914883373?extraParams=%7B%22display_model_id%22%3A281233066347%2C%22model_selection_logic%22%3A3%7D&sp_atk=911f2d72-c247-472b-996c-78998987326d&xptdk=911f2d72-c247-472b-996c-78998987326d","https://down-id.img.susercontent.com/file/id-11134207-7ra0j-mdsnsx6xhe0f71","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04","Pakaian Pria Adidas D4T TEE JI5766","377.000","","","1 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/38e203dc86172a6c6560.svg","< 2 Hari","Bekasi","https://shopee.co.id/find_similar_products?catid=100011&itemid=43914883373&shopid=282502789","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png","-35%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/0614b8f0a8fdde22942d.svg"
"https://shopee.co.id/Jaket-Sweater-Hoodie-Adidas-Wonder-Wall-i.102125476.25619875645?extraParams=%7B%22display_model_id%22%3A99531826195%2C%22model_selection_logic%22%3A3%7D&sp_atk=b7d1bc3d-df2c-43b2-a2de-63f3ae766804&xptdk=b7d1bc3d-df2c-43b2-a2de-63f3ae766804","https://down-id.img.susercontent.com/file/id-11134207-7r992-lt2x99qudkx365","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Jaket Sweater Hoodie Adidas Wonder Wall","135.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.8","10 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4 Hari","Kab. Bandung Barat","https://shopee.co.id/find_similar_products?catid=100011&itemid=25619875645&shopid=102125476","","-10%",""
"https://shopee.co.id/ADIDAS-TRACKTOP-AOP-SNEAKERS-i.222076684.11531907667?extraParams=%7B%22display_model_id%22%3A111659932632%2C%22model_selection_logic%22%3A3%7D&sp_atk=3729add9-4b86-415a-86ee-28eb2d86d5c5&xptdk=3729add9-4b86-415a-86ee-28eb2d86d5c5","https://down-id.img.susercontent.com/file/id-11134207-822ws-mo7799o7iu4o36","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","ADIDAS TRACKTOP AOP SNEAKERS","900.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","2 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4 Hari","Bandung","https://shopee.co.id/find_similar_products?catid=100011&itemid=11531907667&shopid=222076684","","-59%",""
"https://shopee.co.id/Tshirt-adidas-trefoil-logo-70s-classic-vintage-i.18903299.20074640606?extraParams=%7B%22display_model_id%22%3A183946209903%2C%22model_selection_logic%22%3A3%7D&sp_atk=6ee8390a-9c9b-4562-aa66-5edd86ec47b9&xptdk=6ee8390a-9c9b-4562-aa66-5edd86ec47b9","https://down-id.img.susercontent.com/file/id-11134207-23020-f4h2n4c6x2nv6e","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Tshirt adidas trefoil logo 70s classic vintage","150.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","4 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","3-4 Hari","Probolinggo","https://shopee.co.id/find_similar_products?catid=100011&itemid=20074640606&shopid=18903299","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png","",""
"https://shopee.co.id/Tshirt-Adds-New-Classsic-Monogram-Cotton-20s-i.540451810.40627702460?extraParams=%7B%22display_model_id%22%3A39600720762%2C%22model_selection_logic%22%3A3%7D&sp_atk=c802b619-019a-4daf-abdf-9087d4fe7cf0&xptdk=c802b619-019a-4daf-abdf-9087d4fe7cf0","https://down-id.img.susercontent.com/file/id-11134207-82252-mizbhw0czg1ud7","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Tshirt Adds New Classsic Monogram Cotton 20s","119.800","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","33 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/38e203dc86172a6c6560.svg","< 2 Hari","Kab. Bandung","https://shopee.co.id/find_similar_products?catid=100011&itemid=40627702460&shopid=540451810","","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/0614b8f0a8fdde22942d.svg"
"https://shopee.co.id/T-shirt-adidas-i.1017836557.44478840617?extraParams=%7B%22display_model_id%22%3A410572379381%2C%22model_selection_logic%22%3A3%7D&sp_atk=c9a623e6-1f75-4bb7-b6b8-235f8a1b0fa7&xptdk=c9a623e6-1f75-4bb7-b6b8-235f8a1b0fa7","https://down-id.img.susercontent.com/file/id-11134207-8224u-ml1j0rqpw7pddd","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","T-shirt adidas","100.000","","","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Kab. Bogor","https://shopee.co.id/find_similar_products?catid=100011&itemid=44478840617&shopid=1017836557","","",""
"https://shopee.co.id/adidas-Italy-DNA-Men's-Graphic-T-Shirt-Bold-Blue-i.234490784.48953127924?extraParams=%7B%22display_model_id%22%3A325300030396%2C%22model_selection_logic%22%3A3%7D&sp_atk=7577d2b8-925f-4f92-b4ac-6d6bb1206b00&xptdk=7577d2b8-925f-4f92-b4ac-6d6bb1206b00","https://down-id.img.susercontent.com/file/sg-11134201-822yn-mi9yw6vbdtz862","https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6","adidas Italy DNA Men's Graphic T-Shirt - Bold Blue","380.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.5","24 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Kab. Bogor","https://shopee.co.id/find_similar_products?catid=100011&itemid=48953127924&shopid=234490784","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","",""
"https://shopee.co.id/RAGLAN-SHORT-SLEEVE-ADIDAS-TEE-i.159884593.2438997232?extraParams=%7B%22display_model_id%22%3A5087980079%2C%22model_selection_logic%22%3A3%7D&sp_atk=f2d26f66-8ba3-489b-9f73-5982a5d41386&xptdk=f2d26f66-8ba3-489b-9f73-5982a5d41386","https://down-id.img.susercontent.com/file/0e93d0c87fcbe61eab2ff4f4b9b93170","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","RAGLAN SHORT SLEEVE ADIDAS TEE","150.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","12 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/38e203dc86172a6c6560.svg","< 2 Hari","Bandung","https://shopee.co.id/find_similar_products?catid=100011&itemid=2438997232&shopid=159884593","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png","-40%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/0614b8f0a8fdde22942d.svg"
"https://shopee.co.id/Jaket-sweater-Hoodie-Adidas-treefoil-full-tag-label-i.707506660.25041527704?extraParams=%7B%22display_model_id%22%3A242658567194%2C%22model_selection_logic%22%3A3%7D&sp_atk=4a9322ed-272c-4320-80b5-14ae335fa5be&xptdk=4a9322ed-272c-4320-80b5-14ae335fa5be","https://down-id.img.susercontent.com/file/id-11134207-7rbk4-m6cow6akgd8mb2","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Jaket sweater Hoodie Adidas treefoil full tag label","165.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","3.0","11 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","3-5 Hari","Kab. Bandung Barat","https://shopee.co.id/find_similar_products?catid=100011&itemid=25041527704&shopid=707506660","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png","-34%",""
"https://shopee.co.id/SWEATER-PRIA-ADIDAS-ADICOLOR-CLASSIC-TREFOIL-HK7270-i.309538728.48901126000?extraParams=%7B%22display_model_id%22%3A405099388310%2C%22model_selection_logic%22%3A3%7D&sp_atk=6dc3d9e6-9df1-4211-8c34-d8d7cb5bb545&xptdk=6dc3d9e6-9df1-4211-8c34-d8d7cb5bb545","https://down-id.img.susercontent.com/file/id-11134207-8224q-mgvw979zkgll07","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","SWEATER PRIA ADIDAS ADICOLOR CLASSIC TREFOIL HK7270","550.000","","","1 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/38e203dc86172a6c6560.svg","Besok 12:00","Surabaya","https://shopee.co.id/find_similar_products?catid=100011&itemid=48901126000&shopid=309538728","","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/0614b8f0a8fdde22942d.svg"
"https://shopee.co.id/adidas-Blank-Men's-T-Shirt-White-i.234490784.49057768149?extraParams=%7B%22display_model_id%22%3A410688601103%2C%22model_selection_logic%22%3A3%7D&sp_atk=a96d2f24-bf80-4a07-b663-bb1f46c1d5dc&xptdk=a96d2f24-bf80-4a07-b663-bb1f46c1d5dc","https://down-id.img.susercontent.com/file/sg-11134201-8260y-mma69cs6k45g93","https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6","adidas Blank Men's T-Shirt - White","350.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","3 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Bekasi","https://shopee.co.id/find_similar_products?catid=100011&itemid=49057768149&shopid=234490784","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","",""
