"contents href","_image_yazkc_11 src","whitespace-normal","font-medium 2","inline-block","truncate","h-4","truncate 2"
"https://shopee.co.id/adidas-Lifestyle-LINEAR-BASEBALL-CAP-Unisex-Black-KB2108-i.270510657.52450433474?extraParams=%7B%22display_model_id%22%3A350040224295%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-8226z-mhmlb7gxm7eu1b","adidas Lifestyle LINEAR BASEBALL CAP Unisex Black KB2108","430.000","4.8","26 terjual","",""
"https://shopee.co.id/adidas-Gym-Training-Lifestyle-PrimeLift-Backpack-Unisex-Blue-HM9303-i.270510657.29768090943?extraParams=%7B%22display_model_id%22%3A178549287761%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134201-7rbk4-maupz5yqkt9a88","adidas Gym & Training & Lifestyle PrimeLift Backpack Unisex Blue HM9303","400.000","4.9","Pilih 2, diskon 15%","-20%","966 terjual"
"https://shopee.co.id/adidas-Lifestyle-Adicolor-Classic-Diamond-Bag-Unisex-Black-JD5550-i.270510657.29336670686?extraParams=%7B%22display_model_id%22%3A300096264940%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdxm-mcn2e4sjk8jgf6","adidas Lifestyle Adicolor Classic Diamond Bag Unisex Black JD5550","440.000","5.0","Pilih 2, diskon 15%","-20%","62 terjual"
"https://shopee.co.id/adidas-Gym-Training-Lifestyle-ADIDAS-ADAPTIVE-PACKING-SYSTEM-CROSSBODY-BAG-Unisex-Black-JL6117-i.270510657.40465262583?extraParams=%7B%22display_model_id%22%3A253800514538%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-824h9-mdwtnvwgujuveb","adidas Gym & Training & Lifestyle ADIDAS ADAPTIVE PACKING SYSTEM CROSSBODY BAG Unisex Black JL6117","700.000","4.9","13 terjual","",""
"https://shopee.co.id/adidas-Running-Runningxadizero-Lightweight-CLIMACOOL-Cap-Unisex-White-KD6975-i.270510657.27643590086?extraParams=%7B%22display_model_id%22%3A390131376570%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-821dk-mh2o7zm68qvcb4","adidas Running Runningxadizero Lightweight CLIMACOOL Cap Unisex White KD6975","550.000","5.0","7 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-Cap-Kids-Unisex-Pink-KE0385-i.270510657.49850778210?extraParams=%7B%22display_model_id%22%3A405068877484%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-821dm-mgmvtesue58uc1","adidas Lifestyle Cap Kids Unisex Pink KE0385","344.000","5.0","Pilih 2, diskon 15%","-20%","2 terjual"
"https://shopee.co.id/adidas-Lifestyle-adidas-Marvel-Spider-Man-Cap-Kids-Unisex-Red-JM1830-i.270510657.27140533399?extraParams=%7B%22display_model_id%22%3A208666337343%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-824gs-mdx4ais6yosh82","adidas Lifestyle adidas Marvel Spider Man Cap Kids Unisex Red JM1830","450.000","5.0","20 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-Classic-Back-to-School-3-Stripes-Backpack-Unisex-Red-IS7043-i.270510657.43717028160?extraParams=%7B%22display_model_id%22%3A138406880378%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-824g4-me4ykh6g7403d2","adidas Lifestyle Classic Back-to-School 3-Stripes Backpack Unisex Red IS7043","500.000","5.0","52 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-Essentials-Linear-Backpack-Unisex-Black-HT4746-i.270510657.24438521782?extraParams=%7B%22display_model_id%22%3A157561118669%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134201-7rbkc-maurlop5jt3y31","adidas Lifestyle Essentials Linear Backpack Unisex Black HT4746","320.000","5.0","Pilih 2, diskon 15%","-20%","800 terjual"
"https://shopee.co.id/adidas-Gym-Training-Lifestyle-adidas-by-Stella-McCartney-24-7-Bag-Women-Black-IS9014-i.270510657.43601561525?extraParams=%7B%22display_model_id%22%3A285126959727%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdyi-mcm7wifg0cho56","adidas Gym & Training & Lifestyle adidas by Stella McCartney 24/7 Bag Women Black IS9014","1.768.000","4.9 Penilaian Toko","Pilih 2, diskon 15%","-32%","4 terjual"
"https://shopee.co.id/adidas-Lifestyle-Essentials-Linear-Backpack-Unisex-Green-HR5344-i.270510657.42201174051?extraParams=%7B%22display_model_id%22%3A280095022918%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134201-7rbkb-maupe3wfu184a5","adidas Lifestyle Essentials Linear Backpack Unisex Green HR5344","400.000","5.0","776 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-APWR-Backpack-Unisex-Green-IX6578-i.270510657.42217035115?extraParams=%7B%22display_model_id%22%3A291406111436%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-824j8-me4zk9tewdtwab","adidas Lifestyle APWR Backpack Unisex Green IX6578","420.000","5.0","Pilih 2, diskon 15%","-30%","239 terjual"
"https://shopee.co.id/adidas-Gym-Training-Lifestyle-Sport-Backpack-Women-Black-JE3224-i.270510657.44301182955?extraParams=%7B%22display_model_id%22%3A159185525339%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdvt-mcmeb2by81ucd5","adidas Gym & Training & Lifestyle Sport Backpack Women Black JE3224","650.000","5.0","568 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-3-Stripes-New-Logo-Baseball-Cap-Unisex-Blue-JP0384-i.270510657.40515238744?extraParams=%7B%22display_model_id%22%3A261260763862%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-821fz-mh9r7y66ls7e79","adidas Lifestyle 3-Stripes New Logo Baseball Cap Unisex Blue JP0384","350.000","5.0","10 terjual","",""
"https://shopee.co.id/adidas-Gym-Training-Performance-Cushioned-Low-Socks-3-Pairs-Unisex-White-HT3449-i.270510657.28868090220?extraParams=%7B%22display_model_id%22%3A205568571335%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134201-7rbk9-mauqjq3deu5g90","adidas Gym & Training Performance Cushioned Low Socks 3 Pairs Unisex White HT3449","180.000","5.0","315 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-4ATHLTS-Duffel-Bag-Small-Unisex-Blue-IY1816-i.270510657.40267028268?extraParams=%7B%22display_model_id%22%3A296405966864%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-824hn-me4ynwzm1e6f59","adidas Lifestyle 4ATHLTS Duffel Bag Small Unisex Blue IY1816","650.000","4.9 Penilaian Toko","2 terjual","",""
"https://shopee.co.id/adidas-Running-Terrex-Heat.Rdy-Trail-Running-Speed-Ankle-Socks-Unisex-White-IN4649-i.270510657.29268085619?extraParams=%7B%22display_model_id%22%3A242062679979%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rau4-mayh4a08ejnn9e","adidas Running Terrex Heat.Rdy Trail Running Speed Ankle Socks Unisex White IN4649","200.000","5.0","Pilih 2, diskon 15%","-20%","16 terjual"
"https://shopee.co.id/adidas-Lifestyle-Adicolor-Small-Item-Bag-Unisex-Green-JX5309-i.270510657.25844779014?extraParams=%7B%22display_model_id%22%3A253340325502%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdyq-md9u4in030owfb","adidas Lifestyle Adicolor Small Item Bag Unisex Green JX5309","336.000","5.0","Pilih 2, diskon 15%","-30%","7 terjual"
"https://shopee.co.id/adidas-Lifestyle-Mid-Crew-Socks-3-Pairs-Unisex-Black-FM0643-i.270510657.29619516157?extraParams=%7B%22display_model_id%22%3A208030594726%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-8227i-mhjqm667mcjs27","adidas Lifestyle Mid Crew Socks 3 Pairs Unisex Black FM0643","300.000","5.0","41 terjual","",""
"https://shopee.co.id/adidas-Football-Starlancer-Club-Ball-Unisex-White-IP1648-i.270510657.27818100208?extraParams=%7B%22display_model_id%22%3A242063622798%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134201-7rbka-mauqv78utai35e","adidas Football Starlancer Club Ball Unisex White IP1648","300.000","5.0","138 terjual","",""
"https://shopee.co.id/adidas-Football-Milano-23-Socks-Unisex-Blue-IB7814-i.270510657.28818086418?extraParams=%7B%22display_model_id%22%3A237041608525%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134201-7rbka-mauqkatr3yj6f7","adidas Football Milano 23 Socks Unisex Blue IB7814","150.000","4.9","44 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-ADIDAS-MINECRAFT-YOUTH-CAP-Unisex-Green-KC9492-i.270510657.43074469498?extraParams=%7B%22display_model_id%22%3A301985316229%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-825ao-mfwav29xq4uh88","adidas Lifestyle ADIDAS MINECRAFT YOUTH CAP Unisex Green KC9492","360.000","4.7","Pilih 2, diskon 15%","-20%","7 terjual"
"https://shopee.co.id/adidas-Lifestyle-New-Logo-Embroidered-Baseball-Cap-Unisex-Orange-KE8272-i.270510657.44552309320?extraParams=%7B%22display_model_id%22%3A385222376364%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-8225y-mhmlatej6p6w9d","adidas Lifestyle New Logo Embroidered Baseball Cap Unisex Orange KE8272","300.000","5.0","22 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-Crossbody-Bowling-Bag-Unisex-Black-JC6082-i.270510657.43601207162?extraParams=%7B%22display_model_id%22%3A275096344392%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdwq-mcmk79mox0vr83","adidas Lifestyle Crossbody Bowling Bag Unisex Black JC6082","850.000","4.9","85 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-Adicolor-Small-Item-Bag-Unisex-Grey-JN7495-i.270510657.27786675645?extraParams=%7B%22display_model_id%22%3A260096931783%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-825b7-mgfsbfpb3dvsba","adidas Lifestyle Adicolor Small Item Bag Unisex Grey JN7495","288.000","4.9","Pilih 2, diskon 15%","-40%","38 terjual"
"https://shopee.co.id/adidas-Lifestyle-Linear-Backpack-Unisex-Blue-IN6120-i.270510657.40267032935?extraParams=%7B%22display_model_id%22%3A306406009882%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-824iw-me4z0hrybn5taa","adidas Lifestyle Linear Backpack Unisex Blue IN6120","450.000","5.0","2 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-3-Stripes-New-Logo-Baseball-Cap-Unisex-Beige-JW6036-i.270510657.41565253927?extraParams=%7B%22display_model_id%22%3A266261400872%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-821f5-mgzs9m70i5fs62","adidas Lifestyle 3-Stripes New Logo Baseball Cap Unisex Beige JW6036","350.000","5.0","48 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-Adicolor-Small-Item-Bag-Unisex-Black-JD5570-i.270510657.43851207129?extraParams=%7B%22display_model_id%22%3A227824712726%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdxr-mda5yz53il6feb","adidas Lifestyle Adicolor Small Item Bag Unisex Black JD5570","336.000","5.0","Pilih 2, diskon 15%","-30%","34 terjual"
"https://shopee.co.id/adidas-Lifestyle-4ATHLTS-Duffel-Bag-Medium-Unisex-Black-IM5521-i.270510657.41615246696?extraParams=%7B%22display_model_id%22%3A306260178459%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-824j7-mdwp4y3mo35y4f","adidas Lifestyle 4ATHLTS Duffel Bag Medium Unisex Black IM5521","750.000","4.8","31 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-LINEAR-BASEBALL-CAP-Unisex-White-KE8256-i.270510657.49350458480?extraParams=%7B%22display_model_id%22%3A425040235401%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-81zw2-mmjcndnumadrdb","adidas Lifestyle LINEAR BASEBALL CAP Unisex White KE8256","430.000","4.8","11 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-Backpack-With-Pencil-Case-Unisex-Blue-KE0140-i.270510657.28193718693?extraParams=%7B%22display_model_id%22%3A405228058681%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-82278-mhomho06n6rmc2","adidas Lifestyle Backpack With Pencil Case Unisex Blue KE0140","600.000","5.0","8 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-Logo-Backpack-Kids-Unisex-Black-JD1303-i.270510657.41704448797?extraParams=%7B%22display_model_id%22%3A275376397368%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdyi-mda5nxq731hwf6","adidas Lifestyle Logo Backpack Kids Unisex Black JD1303","400.000","4.9","235 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-Classic-Daily-Backpack-Unisex-Grey-IS7066-i.270510657.28140994469?extraParams=%7B%22display_model_id%22%3A281406039427%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-824g9-me4z5nv6x9fn19","adidas Lifestyle Classic Daily Backpack Unisex Grey IS7066","350.000","5.0","89 terjual","",""
"https://shopee.co.id/adidas-Golf-Golf-Ankle-Socks-3-Pairs-Men-White-HS5572-i.270510657.29018092708?extraParams=%7B%22display_model_id%22%3A187989544024%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mmr15dupcohvfc","adidas Golf Golf Ankle Socks 3 Pairs Men White HS5572","210.000","5.0","Pilih 2, diskon 15%","-30%","114 terjual"
"https://shopee.co.id/adidas-Lifestyle-Classic-3-Bar-Logo-Backpack-Unisex-Blue-KE5642-i.270510657.40575396102?extraParams=%7B%22display_model_id%22%3A282058919289%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-82598-mg4d3mith1qh0c","adidas Lifestyle Classic 3 Bar Logo Backpack Unisex Blue KE5642","450.000","5.0","10 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-Flower-Shopper-Bag-Women-White-IT7377-i.270510657.40301200606?extraParams=%7B%22display_model_id%22%3A280095762063%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdxq-mcmdrw7s1og0f6","adidas Lifestyle Flower Shopper Bag Women White IT7377","700.000","4.0","27 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-adidas-Linear-Essentials-Backpack-Women-Black-JN4344-i.270510657.27390504541?extraParams=%7B%22display_model_id%22%3A276260581798%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-824ho-mdwqv2qk426857","adidas Lifestyle adidas Linear Essentials Backpack Women Black JN4344","600.000","5.0","6 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-Trefoil-Cushion-Crew-Socks-3-Pairs-Unisex-White-IJ5616-i.270510657.29468087445?extraParams=%7B%22display_model_id%22%3A178549399854%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7ratj-mb6fb7nowc521a","adidas Lifestyle Trefoil Cushion Crew Socks 3 Pairs Unisex White IJ5616","300.000","5.0","151 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-ADIDAS-DISNEY-MINNIE-MOUSE-COOLER-BAG-Unisex-Purple-KD0401-i.270510657.47150467893?extraParams=%7B%22display_model_id%22%3A400040048624%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-825ae-mgfr7r3ael1m4e","adidas Lifestyle ADIDAS DISNEY MINNIE MOUSE COOLER BAG Unisex Purple KD0401","320.000","4.8","Pilih 2, diskon 15%","-20%","38 terjual"
"https://shopee.co.id/adidas-Running-Running-Belt-Bag-Unisex-Black-IT2042-i.270510657.40022770404?extraParams=%7B%22display_model_id%22%3A281846680695%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-824i4-mfdex744muiz9e","adidas Running Running Belt Bag Unisex Black IT2042","450.000","4.9","52 terjual","",""
"https://shopee.co.id/adidas-Lifestyle-4ATHLTS-Duffel-Bag-Medium-Unisex-Blue-IZ1917-i.270510657.24546603996?extraParams=%7B%22display_model_id%22%3A271260152281%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-824i5-mdwp1eaon1mp02","adidas Lifestyle 4ATHLTS Duffel Bag Medium Unisex Blue IZ1917","750.000","5.0","4 terjual","",""
